contract_id,product_id,qty,price_sold,total_sold
14190059645611,6770,1,26.9500,26.9500
14190059645611,6772,1,78.9500,78.9500
14190059645611,6774,1,26.9500,26.9500
14190142045954,6796,1,24.9500,24.9500
14190142045954,6797,1,41.9500,41.9500
14190165346034,6799,1,78.9500,78.9500
14198706044687,6841,1,32.9500,32.9500
14198706044687,6847,1,68.9500,68.9500
1419878411885,6876,1,148.9500,148.9500
1419878411885,6878,1,44.9500,44.9500
1419878411885,6879,1,148.9500,148.9500
14206503020428,6991,1,92.9500,92.9500
14206520812474,7001,1,36.9500,36.9500
14206520812474,7010,1,58.9500,58.9500
14206520812474,7012,1,138.9500,138.9500
14206578797642,7021,1,22.9500,22.9500
14206578797642,7027,1,148.9500,148.9500
14208159022972,7093,1,110.9500,110.9500
14211021640581,7109,1,34.9500,34.9500
14211021640581,7111,1,68.9500,68.9500
14211021640581,7113,1,24.9500,24.9500
14211611803322,7114,1,16.9500,16.9500
14211611803322,7116,1,38.9500,38.9500
14211621904606,7120,1,20.9500,20.9500
14211621904606,7121,1,48.9500,48.9500
14211621904606,7122,1,98.9500,98.9500
14211621904606,7123,1,22.9500,22.9500
14211621904606,7124,1,21.9500,21.9500
1421167334462,7126,1,28.9500,28.9500
1421167334462,7163,1,52.9500,52.9500
1421167334462,7164,1,82.9500,82.9500
1421167334462,7166,1,106.9500,106.9500
1421167334462,7172,1,248.9500,248.9500
1421167334462,7173,1,178.9500,178.9500
1421167334462,7174,1,36.9500,36.9500
14211684250547,7128,1,34.9500,34.9500
14211768248882,7143,1,42.9500,42.9500
14211768248882,7147,1,28.9500,28.9500
14212515925338,7158,1,82.9500,82.9500
14212515925338,7160,1,28.9500,28.9500
14212515925338,7161,1,14.9500,14.9500
14212515925338,7162,1,20.9500,20.9500
14213330247044,7182,1,126.9500,126.9500
14213367510859,7189,1,24.9500,24.9500
14213402185046,7208,1,26.9500,26.9500
14213402185046,7212,1,124.9500,124.9500
14213445638289,7223,1,36.9500,36.9500
14213445638289,7226,1,24.9500,24.9500
14213453827816,7245,1,72.9500,72.9500
14213453827816,7256,1,42.9500,42.9500
14213453827816,7257,1,58.9500,58.9500
14213453827816,7259,1,46.9500,46.9500
1421350265084,7236,1,8.9500,8.9500
1421350265084,7249,1,24.9500,24.9500
1421350265084,7251,1,48.9500,48.9500
14214189237974,7274,1,88.9500,88.9500
14214193048615,7273,1,22.9500,22.9500
14214202243456,7279,1,28.9500,28.9500
14214202243456,7281,1,36.9500,36.9500
14214206692923,7290,1,21.9500,21.9500
14214241041142,7295,1,248.9500,248.9500
14214241041142,7297,1,498.9500,498.9500
1421424342408,7296,1,26.9500,26.9500
1421424342408,7302,1,25.9500,25.9500
1421424342408,7305,1,24.9500,24.9500
14214252955178,7299,1,122.9500,122.9500
14214270903683,7310,1,49.9500,49.9500
14214301150364,7317,1,22.9500,22.9500
14214301150364,7318,1,24.9500,24.9500
1421946487648,7444,1,22.9500,22.9500
14219525710144,7451,1,18.9500,18.9500
14219525710144,7452,1,42.9500,42.9500
14219552130086,7456,2,18.9500,37.9000
14219583595789,7460,1,64.9500,64.9500
14219583595789,7463,1,156.9500,156.9500
14219583595789,7465,1,32.9500,32.9500
14220242112999,7469,1,18.9500,18.9500
14220242112999,7472,1,22.9500,22.9500
14220242112999,7473,1,58.9500,58.9500
14220279734047,7474,1,26.9500,26.9500
14225434675887,7527,1,31.9500,31.9500
14225615014403,7553,1,62.9500,62.9500
14226291272703,7555,1,44.9500,44.9500
14226315597491,7566,1,19.9500,19.9500
14226409251279,7582,1,37.9500,37.9500
14226471686556,7587,1,26.9500,26.9500
14226471686556,7591,1,44.9500,44.9500
14226500149043,7593,1,29.9500,29.9500
14226500149043,7594,1,22.9500,22.9500
1422655602996,7602,1,58.9500,58.9500
1422655602996,7606,1,22.9500,22.9500
14229826343504,7627,1,12.9500,12.9500
14229826343504,7633,1,32.9500,32.9500
14229826343504,7635,1,24.9500,24.9500
14229826343504,7638,1,39.9500,39.9500
14230741094271,7658,1,38.9500,38.9500
14230741094271,7659,1,28.9500,28.9500
14230741094271,7670,1,42.9500,42.9500
14230741094271,7672,1,58.9500,58.9500
14231513810038,7676,1,42.9500,42.9500
14231513810038,7681,1,46.9500,46.9500
14231606479048,7689,1,16.9500,16.9500
14231624039406,7693,1,14.9500,14.9500
1423163624346,7696,1,16.9500,16.9500
1423163624346,7697,1,17.9500,17.9500
14231665066226,7705,1,58.9500,58.9500
14231665066226,7709,1,24.9500,24.9500
14231665066226,7710,1,68.9500,68.9500
14231665066226,8455,1,21.9500,21.9500
14235815389388,7771,1,64.9500,64.9500
14235815389388,7776,1,88.9500,88.9500
14235867901022,7778,1,18.9500,18.9500
14235867901022,7779,1,32.9500,32.9500
14235867901022,7783,1,48.9500,48.9500
14235918408805,7800,1,14.9500,14.9500
14235918408805,7801,1,14.9500,14.9500
14235918408805,7802,1,18.9500,18.9500
14235918408805,7803,1,46.9500,46.9500
14235918408805,7806,1,16.9500,16.9500
14235918408805,7807,1,14.9500,14.9500
14235932449329,7790,1,24.9500,24.9500
14235932449329,7798,1,22.9500,22.9500
14237562434512,7832,1,14.9500,14.9500
14237562434512,7837,1,26.9500,26.9500
14237562434512,7839,1,26.9500,26.9500
14237562434512,7843,1,94.9500,94.9500
14237562434512,7844,1,24.9500,24.9500
14237562434512,7845,1,18.9500,18.9500
14237562434512,7847,1,18.9500,18.9500
14237562434512,7851,1,21.9500,21.9500
14237562434512,7852,1,22.9500,22.9500
14237562434512,7854,1,26.9500,26.9500
14237710872573,7860,1,22.9500,22.9500
14238434802837,7877,1,26.9500,26.9500
14242766154655,7909,1,22.9500,22.9500
14242833709765,7911,1,21.9500,21.9500
14242854916688,7913,1,54.9500,54.9500
14242854916688,7919,1,22.9500,22.9500
14242854916688,7921,1,25.9500,25.9500
14243692773243,7944,1,42.9500,42.9500
14243692773243,7950,1,38.9500,38.9500
14243708843558,7949,1,84.9500,84.9500
14254854618878,8216,1,14.9500,14.9500
14254854618878,8217,1,10.9500,10.9500
14254854618878,8218,1,10.9500,10.9500
14254854618878,8223,1,16.9500,16.9500
14254854618878,8230,1,21.9500,21.9500
14254854618878,8236,1,18.9500,18.9500
14254962635104,8240,1,18.9500,18.9500
14259949807874,8264,1,22.9500,22.9500
14259949807874,8269,1,48.9500,48.9500
14259949807874,8270,1,28.9500,28.9500
1426006247156,8286,1,28.9500,28.9500
14260134176371,8288,1,62.9500,62.9500
14260134176371,8303,1,124.9500,124.9500
14260165605431,8315,1,82.9500,82.9500
14260838378649,8336,1,28.9500,28.9500
14260874569038,8355,1,29.9500,29.9500
14261013351644,8414,1,14.9500,14.9500
14261013351644,8415,1,16.9500,16.9500
14261652087634,8435,1,34.9500,34.9500
14261817682662,8467,1,16.9500,16.9500
14261817682662,8468,1,16.9500,16.9500
14261817682662,8474,1,18.9500,18.9500
14261817682662,8476,1,48.9500,48.9500
14261817682662,8478,1,28.9500,28.9500
14267135257563,7575,1,21.9500,21.9500
14267700926432,8541,1,21.9500,21.9500
14267776397018,8544,1,22.9500,22.9500
14267860561212,8569,1,42.9500,42.9500
14267942244839,8575,1,38.9500,38.9500
14267942244839,8576,1,24.9500,24.9500
1427210801568,8665,1,32.9500,32.9500
14272165832352,8683,1,14.9500,14.9500
14272228338344,8685,1,16.9500,16.9500
14272261882954,8697,1,22.9500,22.9500
14273084559662,8741,1,26.9500,26.9500
14273183074094,8786,1,38.9500,38.9500
14273742343657,8766,1,32.9500,32.9500
14273742343657,8768,1,70.5100,70.5100
14273742343657,8774,1,14.9500,14.9500
14273742343657,8775,1,14.9500,14.9500
14273742343657,8781,1,32.9500,32.9500
14273956086089,8813,1,16.9500,16.9500
14273956086089,8814,1,24.9500,24.9500
